id,full_name,date_of_birth
427,Ed Harris,
428,Linda Hamilton,
429,Jamie Renée Smith,
430,Stephen Amell,
431,Miles Teller,
432,Kate Mara,
433,Michael B. Jordan,
434,Jake Cherry,
435,Alexandra Daddario,
436,Jonathan Pryce,
437,Michelle Yeoh,
438,Joely Richardson,
439,Catherine Zeta-Jones,
440,Vince Vaughn,
441,Shailene Woodley,
442,Theo James,
443,Jay Chou,
444,Sullivan Stapleton,
445,Eva Green,
446,Lena Headey,
447,Hank Azaria,
448,Neil Patrick Harris,
449,Jayma Mays,
450,Roseanne Barr,
451,Jennifer Tilly,
452,Zoë Kravitz,
453,Dakota Goyo,
454,Jason Patric,
455,Hailee Steinfeld,
456,Justin Long,
457,Timothy Olyphant,
458,Steve Coogan,
459,Cécile de France,
460,Jon Voight,
461,Spencer Breslin,
462,Bridget Moynahan,
463,Alan Tudyk,
464,Jeremy Irons,
465,Anika Noni Rose,
466,Bruno Campos,
467,Keith David,
468,Djimon Hounsou,
469,Warren Beatty,
470,Diane Keaton,
471,Goldie Hawn,
472,Giovanni Ribisi,
473,Joaquin Phoenix,
474,Connie Nielsen,
475,Mads Mikkelsen,
476,Robert Patrick,
477,Denzel Washington,
478,Jamie Lee Curtis,
479,Tom Arnold,
480,Luis Guzmán,
481,Robert De Niro,
482,James Caan,
483,Vanessa Williams,
484,Tom Hulce,
485,Demi Moore,
486,Tony Jay,
487,David Spade,
488,Eartha Kitt,
489,Sylvester Stallone,
490,Jason Statham,
491,Dolph Lundgren,
492,Diane Kruger,
493,Justin Bartha,
494,Ed Speleers,
495,Sienna Guillory,
496,Max Records,
497,Catherine Keener,
498,Lauren Ambrose,
499,Amanda Seyfried,
500,Gabriel Byrne,
501,Kevin Pollak,
502,Jonah Hill,
503,Casper Van Dien,
504,Dina Meyer,
505,Denise Richards,
506,Jim Broadbent,
507,Emily Barclay,
508,Abbie Cornish,
509,Benjamin Bratt,
510,John Hurt,
511,Brian Murray,
512,David Hyde Pierce,
513,Anna Friel,
514,Danny McBride,
515,Edgar Ramírez,
516,Luke Bracey,
517,Teresa Palmer,
518,Jamie Kennedy,
519,Alan Cumming,
520,Traylor Howard,
521,Benjamin Walker,
522,Cillian Murphy,
523,Randy Quaid,
524,Rosario Dawson,
525,Greg Kinnear,
526,Noah Schnapp,
527,Bill Melendez,
528,Venus Schultheis,
529,Campbell Scott,
530,Ben Gazzara,
531,Daniel Day-Lewis,
532,Ni Ni,
533,Tong Dawei,
534,Zooey Deschanel,
535,Matthew Broderick,
536,Bette Midler,
537,Jason Isaacs,
538,Dylan McDermott,
539,Sarah Jessica Parker,
540,Kristin Davis,
541,Cynthia Nixon,
542,Rosie Perez,
543,John Leguizamo,
544,Ray Romano,
545,Chris Wedge,
546,Lily James,
547,Richard Madden,
548,Susan Sarandon,
549,Albert Brooks,
550,Ellen DeGeneres,
551,Alexander Gould,
552,Viggo Mortensen,
553,Julianne Moore,
554,Iain Glen,
555,Sam Neill,
556,William H. Macy,
557,Freida Pinto,
558,John Lithgow,
559,Mary-Louise Parker,
560,Nick Nolte,
561,Jai Courtney,
562,Sebastian Koch,
563,Craig T. Nelson,
564,Holly Hunter,
565,Matthew Modine,
566,Frank Langella,
567,Logan Lerman,
568,Brandon T. Jackson,
569,Linda Fiorentino,
570,Zhang Ziyi,
571,Diana Scarwid,
572,Bill Hader,
573,Anna Faris,
574,Denis Leary,
575,Jack Nicholson,
576,Rooney Mara,
577,Rachel McAdams,
578,Jack Huston,
579,Toby Kebbell,
580,Rodrigo Santoro,
581,Corey Burton,
582,Claudia Christian,
583,Jason Lee,
584,Bella Thorne,
585,Carice van Houten,
586,Adam Sandler,
587,Emmanuelle Chriqui,
588,Michelle Monaghan,
589,Peter Dinklage,
590,Haley Joel Osment,
591,Frances O'Connor,
592,Sam Robards,
593,Terence Stamp,
594,Nathaniel Parker,
595,James Woods,
596,Elisabeth Shue,
597,Sean Penn,
598,Douglas Smith,
599,Noah Taylor,
600,Woody Harrelson,
601,Rade Serbedzija,
602,Robert Redford,
603,Catherine McCormack,
604,Gary Sinise,
605,Tim Robbins,
606,Embeth Davidtz,
607,Anne Heche,
608,Gaby Hoffmann,
609,Margaret Colin,
610,James Earl Jones,
611,Nathan Lane,
612,David McCullough,
613,Chris Cooper,
614,Helen Hunt,
615,Bill Paxton,
616,Cary Elwes,
617,Chris Noth,
618,Brittany Murphy,
619,Franka Potente,
620,Brian Cox,
621,Glenn Close,
622,Milla Jovovich,
623,Patrick Dempsey,
624,James Marsden,
625,Vera Farmiga,
626,Alice Evans,
627,Casey Affleck,
628,Gene Hackman,
629,Meryl Streep,
630,Ashton Kutcher,
631,Seann William Scott,
632,F. Murray Abraham,
633,Art Carney,
634,Gong Li,
635,Youki Kudoh,
636,Lucas Black,
637,Nathalie Kelley,
638,Sung Kang,
639,Bill Nighy,
640,Claire Forlani,
641,Francesca Neri,
642,Elias Koteas,
643,Roy Scheider,
644,Jessica Lange,
645,Leland Palmer,
646,Julia Roberts,
647,Lily Collins,
648,Michael Cera,
649,Mary Elizabeth Winstead,
650,Kieran Culkin,
651,Hilary Swank,
652,Delroy Lindo,
653,Janet Jackson,
654,Larry Miller,
655,Freddie Prinze Jr.,
656,Sarah Michelle Gellar,
657,Matthew Lillard,
658,Olivia Thirlby,
659,Christopher Walken,
660,Hal Holbrook,
661,Adrienne Barbeau,
662,Fritz Weaver,
663,Christina Applegate,
664,Ron Perlman,
665,Selma Blair,
666,Michael Rapaport,
667,Tony Goldwyn,
668,Jennifer Aniston,
669,Philip Baker Hall,
670,Emmanuelle Béart,
671,Bradley Cooper,
672,Ed Helms,
673,Danny DeVito,
674,Garry Shandling,
675,Chris Sanders,
676,Daveigh Chase,
677,Tia Carrere,
678,John Cleese,
679,Robert Duvall,
680,Chris Rock,
681,Burt Reynolds,
682,David Cross,
683,Jenny Slate,
684,Kevin James,
685,Joan Allen,
686,Keri Russell,
687,Tyler Hoechlin,
688,Jennifer Jason Leigh,
689,Marcia Gay Harden,
690,Christopher McDonald,
691,Michael Jordan,
692,Wayne Knight,
693,Billy West,
694,Jean Reno,
695,Kathy Bates,
696,Dan Aykroyd,
697,Justin Timberlake,
698,James Cromwell,
699,Daniel Studi,
700,William Hurt,
701,Matt LeBlanc,
702,Stephen Dillane,
703,Victoria Foyt,
704,Vanessa Redgrave,
705,Andy Samberg,
706,Selena Gomez,
707,Itzhak Perlman,
708,Quincy Jones,
709,Mark Addy,
710,Phyllida Law,
711,Adrián Alonso Barona,
712,Cuba Gooding Jr.,
713,Annabella Sciorra,
714,Patricia Arquette,
715,Harvey Keitel,
716,Mackenzie Crook,
717,Annette Bening,
718,Max Brebant,
719,Roxane Duran,
720,Julie-Marie Parmentier,
721,Elle Macpherson,
722,Radha Mitchell,
723,Bruce Greenwood,
724,Steven Culp,
725,Amy Brenneman,
726,Charlie Rowe,
727,Barry Pepper,
728,Forest Whitaker,
729,Jenna Elfman,
730,Marion Cotillard,
731,Will Patton,
732,Olivia Williams,
733,Mary Stein,
734,Mickey Rooney,
735,Rose Leslie,
736,Mia Farrow,
737,Ron Crawford,
738,Jacques Perrin,
739,Rie Miyazawa,
740,Heike Makatsch,
741,Armin Rohde,
742,David Oyelowo,
743,Kit Harington,
744,Emily Browning,
745,Jason Harris,
746,David Hoffman,
747,Bill Lobley,
748,Jonathan Taylor Thomas,
749,Zuleikha Robinson,
750,Omar Sharif,
751,Katie Holmes,
752,Al Pacino,
753,Tyrese Gibson,
754,Jeremy Northam,
755,Rene Russo,
756,Jason Alexander,
757,Piper Perabo,
758,Louis C.K.,
759,Eric Stonestreet,
760,Kevin Hart,
761,Sean Connery,
762,Peta Wilson,
763,Shane West,
764,Pete Postlethwaite,
765,Clive Owen,
766,Rob Schneider,
767,Stellan Skarsgård,
768,Izabella Scorupco,
769,Rupert Everett,
770,Joely Fisher,
771,Maria Bello,
772,Emma Roberts,
773,Jake T. Austin,
774,Robin Tunney,
775,Beyoncé Knowles,
776,Uma Thurman,
777,Ciarán Hinds,
778,Cole Hauser,
779,Katherine Heigl,
780,Tom Selleck,
781,Paz Vega,
782,Ryan Newman,
783,Mitchel Musso,
784,Richard Gere,
785,Julia Ormond,
786,Chow Yun-fat,
787,Bai Ling,
788,Mickey Rourke,
789,Kellan Lutz,
790,Isabel Lucas,
791,Jimmy Bennett,
792,Lena Olin,
793,Jason Scott Lee,
794,Lou Taylor Pucci,
795,Bridget Fonda,
796,Robin Wright,
797,Jon Hamm,
798,Jena Malone,
799,John Heard,
800,Jason Sudeikis,
801,Josh Gad,
802,Kate Hudson,
803,Jennifer Garner,
804,Kristen Wilson,
805,Raven-Symoné,
806,Scott MacDonald,
807,Dan Castellaneta,
808,Julie Kavner,
809,Nancy Cartwright,
810,Martin Landau,
811,Laurie Holden,
812,Kip Pardue,
813,Robert Sean Leonard,
814,Til Schweiger,
815,Maï Anh Le,
816,Oanh Nguyen,
817,Oliver Platt,
818,Rory Culkin,
819,Paul Newman,
820,Bonnie Hunt,
821,Asia Argento,
822,Tom Kenny,
823,Bill Fagerbakke,
824,Rodger Bumpass,
825,Mélanie Laurent,
826,Bonnie Bedelia,
827,Bob Balaban,
828,Sanaa Lathan,
829,Raoul Bova,
830,Ewen Bremner,
831,Madeleine Stowe,
832,Angela Bassett,
833,Jonathan Frakes,
834,Brent Spiner,
835,Ramón Rodríguez,
836,Will Rothhaar,
837,Albert Finney,
838,James Spader,
839,Benedict Cumberbatch,
840,Mary Elizabeth Mastrantonio,
841,Michael Biehn,
842,Luke Evans,
843,Sarah Gadon,
844,Dominic Cooper,
845,Charlie Cox,
846,Jamyang Jamtsho Wangchuk,
847,David Thewlis,
848,Winona Ryder,
849,Stephen Rea,
850,Michael Ealy,
851,Julianne Hough,
852,Diego Boneta,
853,Chris Klein,
854,LL Cool J,
855,Rebecca Romijn,
856,Gregg Henry,
857,Christian Slater,
858,Lea Michele,
859,Leehom Wang,
860,Tang Wei,
861,David Morrissey,
862,Charlotte Rampling,
863,Jim Caviezel,
864,Liam McIntyre,
865,Gaia Weiss,
866,Marlon Brando,
867,Jason Segel,
868,Russell Brand,
869,Wesley Snipes,
870,Jennifer Lopez,
871,Seth MacFarlane,
872,Max Minghella,
873,Oscar Isaac,
874,Jenna Fischer,
875,Mark Strong,
876,Stephanie Szostak,
877,Anthony Mackie,
878,David Duchovny,
879,Gillian Anderson,
880,Mitch Pileggi,
881,Colin Firth,
882,Aishwarya Rai Bachchan,
883,Aaron Paul,
884,Imogen Poots,
885,Marisa Tomei,
886,Thomas Jane,
887,Sally Field,
888,Elizabeth Mitchell,
889,David Krumholtz,
890,Meg Ryan,
891,Katie Sagona,
892,Mary Steenburgen,
893,Jack O'Connell,
894,Domhnall Gleeson,
895,Clint Eastwood,
896,Michael Rooker,
897,Samantha Mathis,
898,Emily Mortimer,
899,Maggie Gyllenhaal,
900,Sayed Badreya,
901,Aasif Mandvi,
902,Madison Eginton,
903,Quvenzhané Wallis,
904,Rose Byrne,
905,Kris Kristofferson,
906,Dominic Purcell,
907,Patrick Swayze,
908,C. Thomas Howell,
909,Lea Thompson,
910,Emma Thompson,
911,Yvonne Zima,
912,David Morse,
913,Jonah Bobo,
914,Dax Shepard,
915,Meat Loaf,
916,Danny Aiello,
917,Andie MacDowell,
918,Lisa Kudrow,
919,Yvonne Strahovski,
920,Barney Clark,
921,Jamie Foreman,
922,Goran Visnjic,
923,Will Yun Lee,
924,Kristin Scott Thomas,
925,Charles S. Dutton,
926,Ben Whishaw,
927,Simon Chandler,
928,David Calder,
929,Laura Dern,
930,Anne Archer,
931,Shawn Wayans,
932,Kerry Washington,
933,Courteney Cox,
934,Jon Heder,
935,Kaley Cuoco,
936,Dominic West,
937,Teri Polo,
938,Eric Dane,
939,Michael Clarke Duncan,
940,Zach Braff,
941,Dan Molina,
942,Carrie Coon,
943,Laura Linney,
944,Noah Emmerich,
945,Elizabeth Perkins,
946,Alexander Pollock,
947,Hugh Grant,
948,Alicia Witt,
949,Woody Allen,
950,Anne Bancroft,
951,Eugene Levy,
952,Dylan O'Brien,
953,Kaya Scodelario,
954,Thomas Brodie-Sangster,
955,Helen Mirren,
956,Kelly Hu,
957,Jacinda Barrett,
958,Richard Jenkins,
959,Saffron Burrows,
960,Michael Jackson,
961,Orianthi,
962,Kenny Ortega,
963,Jerry O'Connell,
964,Anthony Anderson,
965,Estella Warren,
966,Teri Hatcher,
967,Jennifer Saunders,
968,Marc Anthony,
969,Snoop Dogg,
970,Phil Hartman,
971,Sinbad,
972,Rupert Evans,
973,Tony Shalhoub,
974,Kodi Smit-McPhee,
975,Tucker Albrizzi,
976,Jodelle Ferland,
977,Sidney Poitier,
978,Stockard Channing,
979,Jennifer Love Hewitt,
980,Steven Seagal,
981,Eric Bogosian,
982,Everett McGill,
983,Brad Dourif,
984,Isaac Hempstead-Wright,
985,Evan Rachel Wood,
986,Elizabeth Banks,
987,Regina King,
988,Enrique Murciano,
989,Ryan Gosling,
990,Tony Kgoroge,
991,Jeff Daniels,
992,Elizabeth Hurley,
993,Daryl Hannah,
994,Kiefer Sutherland,
995,Eva Longoria,
996,Edward Herrmann,
997,Penelope Ann Miller,
998,Tom Sizemore,
999,Linda Hunt,
1000,50 Cent,
1001,Miko Hughes,
1002,Bruce McGill,
1003,Frances McDormand,
1004,Ice Cube,
1005,Cam Gigandet,
1006,Kathleen Quinlan,
1007,Joe Morton,
1008,Ron Rifkin,
1009,David Ellison,
1010,James Gandolfini,
1011,Robert Forster,
1012,Jessica Brown Findlay,
1013,Jamie Campbell Bower,
1014,Kevin Zegers,
1015,Gabrielle Union,
1016,Sally Kirkland,
1017,Gabriel Macht,
1018,John Rhys-Davies,
1019,Ray Liotta,
1020,Aaron Kwok,
1021,William Feng,
1022,Morena Baccarin,
1023,Ed Skrein,
1024,Kelly Preston,
1025,Sienna Miller,
1026,Kyle Gallner,
1027,Dylan Minnette,
1028,Odeya Rush,
1029,Donal Logue,
1030,Stephen Baldwin,
1031,Kristen Johnston,
1032,Richard Crenna,
1033,Kurtwood Smith,
1034,John Krasinski,
1035,Wentworth Miller,
1036,Ali Larter,
1037,Eva Amurri Martino,
1038,Violante Placido,
1039,Faith Ford,
1040,Johnny Knoxville,
1041,Neal McDonough,
1042,Cameron Richardson,
1043,Irene Bedard,
1044,David Ogden Stiers,
1045,Christopher Reeve,
1046,Margot Kidder,
1047,James Coburn,
1048,Thomas Haden Church,
1049,Jason Biggs,
1050,Alyson Hannigan,
1051,Max Martini,
1052,Cathy Moriarty,
1053,Marton Csokas,
1054,Chloë Grace Moretz,
1055,Natasha Richardson,
1056,Matt Craven,
1057,Andre Braugher,
1058,Vivica A. Fox,
1059,Heather Graham,
1060,David Carradine,
1061,Madeline Carroll,
1062,Michael Angarano,
1063,Charles Dance,
1064,Madonna,
1065,Natascha McElhone,
1066,Tom Wilkinson,
1067,Peter Capaldi,
1068,Maura Tierney,
1069,Jeremy Piven,
1070,Jeffrey Donovan,
1071,Ellen Barkin,
1072,Patrick Wilson,
1073,Jonny Lee Miller,
1074,Stephen Lang,
1075,Lauren Holly,
1076,Yara Shahidi,
1077,Ricky Gervais,
1078,Brady Corbet,
1079,Soren Fulton,
1080,Debora Weston,
1081,Cher,
1082,Christina Aguilera,
1083,Gaspard Ulliel,
1084,Dominique Pinon,
1085,James Mason,
1086,Sue Lyon,
1087,Shelley Winters,
1088,Courtney B. Vance,
1089,Tom Berenger,
1090,Sarah Jane Morris,
1091,Sarah Shahi,
1092,Andy García,
1093,Matt Dillon,
1094,Christopher Lloyd,
1095,Ryan Phillippe,
1096,Jesse Bradford,
1097,Colm Meaney,
1098,Zoë Bell,
1099,Oprah Winfrey,
1100,Joey Lauren Adams,
1101,Jessica Simpson,
1102,Courtney Love,
1103,Bob Zmuda,
1104,Jonathan Rhys Meyers,
1105,Kasia Smutniak,
1106,Jaime King,
1107,Karel Roden,
1108,John Slattery,
1109,Bob Gunton,
1110,Joel Courtney,
1111,Riley Griffiths,
1112,Kathryn Hahn,
1113,Dave Franco,
1114,Rhys Darby,
1115,Amy Ryan,
1116,Linda Cardellini,
1117,James Corden,
1118,Dylan Walsh,
1119,Ernie Hudson,
1120,Chandler Canterbury,
1121,Simon Baker,
1122,Breckin Meyer,
1123,Scoot McNairy,
1124,AnnaSophia Robb,
1125,Alexander Ludwig,
1126,Fann Wong,
1127,Lindsay Lohan,
1128,Olivier Martinez,
1129,Alex Pettyfer,
1130,James Badge Dale,
1131,Diego Luna,
1132,Virginia Madsen,
1133,Deborah Kara Unger,
1134,Brooke Langton,
1135,Sarah Wayne Callies,
1136,Matt Walsh,
1137,Judge Reinhold,
1138,Héctor Elizondo,
1139,Zach Galligan,
1140,Phoebe Cates,
1141,John Glover,
1142,Marcel Iureș,
1143,Oded Fehr,
1144,Joan Chen,
1145,Taylor Dooley,
1146,Cayden Boyd,
1147,Guillaume Canet,
1148,John Corbett,
1149,Rain,
1150,Naomie Harris,
1151,Armand Assante,
1152,George Lopez,
1153,George McLaren,
1154,Ben Chaplin,
1155,Aaran Thomas,
1156,Rob Reiner,
1157,Saoirse Ronan,
1158,Jake Abel,
1159,Anjelica Huston,
1160,Armin Mueller-Stahl,
1161,Stacy Keach,
1162,Eli Marienthal,
1163,Gugu Mbatha-Raw,
1164,Mahershala Ali,
1165,Cedric the Entertainer,
1166,Christina Milian,
1167,Vincent Cassel,
1168,Scott Caan,
1169,Faye Dunaway,
1170,Mia Kirshner,
1171,Joe Mantegna,
1172,Lara Flynn Boyle,
1173,Joe Pantoliano,
1174,David Caruso,
1175,Chazz Palminteri,
1176,Michael C. Hall,
1177,Alden Ehrenreich,
1178,Alice Englert,
1179,Amber Heard,
1180,Kristin Kreuk,
1181,Andrew Dice Clay,
1182,Wayne Newton,
1183,Priscilla Presley,
1184,Tom Sturridge,
1185,Jacob Vargas,
1186,Denholm Elliott,
