movie_id,genre_id
195,2
196,6
196,0
196,10
197,1
197,2
197,7
198,2
198,0
198,10
199,1
199,2
199,0
200,5
200,1
200,8
201,8
201,13
202,6
202,1
202,10
203,1
203,0
203,5
204,0
204,8
204,3
205,1
205,0
205,3
206,1
206,2
206,0
207,0
207,1
207,5
208,1
208,2
208,0
209,0
209,8
210,0
210,3
210,2
211,7
211,10
211,2
212,0
212,1
212,5
213,1
213,0
213,8
214,4
215,1
215,2
215,0
216,1
216,4
216,0
217,8
217,0
217,2
218,0
218,8
219,0
219,1
219,10
220,5
220,1
220,13
221,7
221,1
221,6
222,5
222,0
222,4
223,0
223,5
224,0
224,5
225,0
225,7
225,5
226,10
226,4
226,11
227,0
227,10
228,0
228,5
228,1
229,5
229,1
229,0
230,1
230,0
230,5
231,6
231,10
231,7
232,0
232,5
232,1
233,1
233,0
233,5
234,1
234,6
234,10
235,2
235,1
235,10
236,4
236,0
236,14
237,0
237,1
237,4
238,5
238,0
238,1
239,5
239,8
239,4
240,0
240,1
240,8
241,2
241,0
241,1
242,0
242,1
242,5
243,0
243,1
243,10
244,0
244,4
244,8
245,1
245,0
245,8
246,4
246,14
246,15
247,8
247,3
248,0
248,10
248,4
249,1
249,5
249,8
250,4
251,10
252,0
252,3
252,10
253,0
253,15
254,6
254,7
254,1
255,6
255,7
256,1
256,5
257,0
257,5
257,4
258,2
258,7
258,10
259,0
259,1
259,8
260,5
260,0
260,1
261,0
261,8
262,1
262,2
262,0
263,0
263,1
263,10
264,4
265,10
265,2
265,7
266,0
266,5
267,4
267,0
267,1
268,6
268,2
268,7
269,11
269,7
269,6
270,4
270,1
270,5
271,0
271,8
271,5
272,10
272,11
273,0
273,3
273,8
274,0
274,4
274,1
275,0
275,8
275,5
276,1
276,2
276,7
277,1
277,0
277,8
278,8
278,5
278,0
279,0
279,8
279,5
280,14
280,3
280,4
281,4
281,3
282,0
282,8
283,8
283,4
283,3
284,10
284,11
285,0
285,10
285,3
286,0
286,4
286,13
287,4
287,9
288,4
288,6
288,7
289,1
289,6
289,10
290,0
290,1
290,8
291,1
291,0
291,8
292,2
292,0
292,1
293,7
293,2
294,6
294,1
294,7
295,0
295,8
295,11
296,0
296,2
296,12
297,4
297,8
297,0
298,3
298,4
298,10
299,0
299,3
299,2
300,1
300,0
300,8
301,4
301,5
302,6
302,1
302,7
303,0
303,3
304,0
304,1
305,1
305,6
305,7
306,1
306,10
306,5
307,0
307,1
307,8
308,0
308,3
308,8
309,2
309,10
309,7
310,8
310,4
310,1
311,0
311,10
311,5
312,15
312,0
312,1
313,6
314,3
314,4
314,13
315,1
315,0
315,2
316,4
316,14
316,3
317,4
317,14
317,15
318,6
318,10
318,7
319,0
319,10
319,5
320,0
320,14
320,15
321,10
322,1
322,2
322,0
323,10
323,4
323,11
324,1
324,6
324,10
325,6
325,10
325,1
326,11
326,2
326,7
327,2
327,4
328,6
328,7
329,1
329,2
329,0
330,1
330,2
330,0
331,1
331,2
332,1
332,2
332,0
333,8
333,5
333,4
334,1
334,0
334,8
335,8
335,0
335,4
336,1
336,7
336,2
337,0
337,8
338,9
338,14
338,15
339,0
339,1
339,6
340,0
340,1
341,1
341,2
341,7
342,0
342,1
342,10
343,6
343,10
343,7
344,0
344,8
345,0
345,10
345,3
346,4
346,12
346,13
347,6
347,10
347,7
348,6
348,10
348,7
349,1
349,10
349,4
350,0
350,1
350,10
351,4
351,8
351,3
352,6
352,7
352,1
353,0
353,10
354,8
354,3
354,13
355,0
355,8
356,0
356,1
356,3
357,4
358,6
358,7
358,1
359,1
359,6
359,10
360,4
360,8
360,14
361,10
361,0
362,0
362,10
362,5
363,4
363,5
363,1
364,8
364,2
364,10
365,4
365,5
365,13
366,0
366,5
366,8
367,3
367,8
368,1
368,7
368,2
369,0
369,1
369,2
370,0
370,1
370,10
371,8
371,0
371,11
372,0
372,3
372,8
373,5
374,6
374,1
374,10
375,10
375,5
376,5
376,0
376,4
377,3
377,8
377,4
378,4
378,14
378,8
379,1
379,2
379,0
380,11
380,4
380,14
381,2
381,0
381,7
382,4
382,14
383,0
383,1
383,4
384,1
384,4
385,6
385,10
386,0
386,4
386,8
387,0
387,8
388,8
388,3
389,1
389,0
389,8
390,6
390,10
390,7
391,10
391,7
391,2
392,0
392,8
393,10
393,7
394,0
394,10
395,10
395,11
396,0
396,4
396,8
397,10
397,11
398,3
398,8
399,1
399,6
399,7
400,1
400,0
400,5
401,15
402,1
402,0
402,10
403,1
403,2
403,0
404,4
404,14
404,11
405,0
405,3
405,4
406,4
406,6
406,7
407,2
407,4
407,13
408,0
408,8
408,4
409,4
409,16
410,1
410,2
410,4
411,0
411,1
411,10
412,0
412,8
412,1
413,2
413,10
413,11
414,13
414,1
414,10
415,0
415,5
416,10
416,4
416,2
417,12
417,10
417,2
418,10
418,7
419,1
419,2
419,5
420,1
420,2
420,5
421,3
421,4
421,13
422,5
423,2
423,10
424,8
424,1
424,0
425,1
425,0
425,8
426,5
426,1
426,2
427,10
428,0
428,2
429,10
429,6
429,7
430,6
430,7
431,10
431,7
431,2
432,0
432,4
432,11
433,0
433,10
433,3
434,10
434,4
435,10
435,2
435,7
436,10
437,0
437,10
437,8
438,4
438,10
438,11
439,4
439,8
439,13
440,10
440,11
440,4
441,6
441,10
441,7
442,0
442,3
442,5
443,2
443,10
443,7
444,8
444,3
444,4
445,11
445,10
446,0
446,8
446,3
447,13
447,8
447,0
448,4
449,0
449,8
449,5
450,10
450,7
450,5
451,12
451,8
451,2
452,6
452,10
452,4
453,0
453,10
453,3
454,4
454,5
454,8
455,0
455,4
455,13
456,15
456,4
456,0
457,0
457,1
457,10
458,10
458,7
458,6
459,9
459,6
459,1
460,10
460,11
460,7
461,1
461,7
461,5
462,4
462,8
462,13
463,11
463,4
464,6
464,10
464,7
465,6
465,7
465,16
466,5
466,1
466,0
467,0
467,1
467,7
468,0
468,3
468,8
469,0
469,1
470,4
470,2
470,11
471,10
471,2
471,11
472,1
472,2
472,0
473,10
473,2
473,5
474,13
474,4
474,12
475,0
475,1
475,4
476,0
476,5
476,8
477,4
477,8
478,0
478,1
478,8
479,6
479,7
479,1
480,0
480,5
480,15
481,6
481,10
481,7
482,4
482,16
482,11
483,0
483,1
483,5
484,4
484,1
485,1
485,10
485,4
486,2
486,0
486,1
487,8
487,0
487,5
488,1
488,2
488,6
489,17
489,7
490,8
490,5
490,1
491,0
491,1
491,14
492,10
492,6
493,4
493,11
494,7
494,6
494,4
495,1
495,0
495,5
496,6
496,7
496,10
497,3
497,8
497,12
498,9
498,1
499,10
500,0
500,3
500,8
501,1
501,6
501,2
502,5
502,8
503,0
503,1
503,6
504,6
504,7
505,2
505,0
505,8
506,6
506,10
506,7
507,0
507,1
507,5
508,1
508,0
508,5
509,7
509,6
510,4
510,0
510,8
511,1
511,0
511,5
512,0
512,8
512,3
513,0
513,1
513,8
514,6
514,7
514,10
515,10
515,11
516,7
516,10
516,16
517,12
517,13
517,8
518,0
518,1
518,10
519,8
519,3
520,10
521,10
521,4
522,10
522,7
523,0
523,1
523,8
524,10
524,4
524,14
525,6
525,0
525,10
526,4
527,10
527,3
528,4
528,0
528,14
529,0
529,4
529,15
530,0
530,10
530,8
531,10
531,0
531,1
532,10
533,6
533,10
533,7
534,0
534,10
534,3
535,0
535,1
535,4
536,4
536,14
536,11
537,2
537,0
537,4
538,13
538,4
538,8
539,6
539,0
539,5
540,0
540,1
540,10
541,0
541,15
541,5
542,0
542,4
542,12
543,1
543,2
543,6
544,0
544,1
544,4
545,5
545,8
545,4
546,7
546,6
546,1
547,0
547,2
547,8
548,3
548,13
549,5
550,7
550,6
551,11
551,10
551,1
552,10
552,4
553,8
553,0
553,4
554,10
555,10
555,7
555,11
556,0
556,4
556,14
557,4
557,15
558,6
558,10
558,7
559,4
559,11
560,0
561,1
561,4
561,7
562,4
562,13
562,8
563,10
563,7
563,2
564,4
564,8
564,5
565,1
565,6
565,10
566,6
566,1
566,10
567,10
567,11
568,0
568,1
568,8
569,6
569,1
569,10
570,0
570,8
571,4
571,0
571,8
572,1
572,2
572,10
573,0
573,8
574,0
574,8
574,3
575,4
575,13
575,11
576,4
576,8
576,2
577,1
577,5
577,0
578,10
578,7
578,6
579,0
579,14
579,15
580,0
580,8
581,5
581,0
581,1
582,0
582,5
583,1
583,2
583,4
584,2
585,4
585,15
586,15
586,4
586,14
587,1
587,0
587,8
588,4
588,3
589,12
589,0
589,4
590,4
590,0
590,8
591,1
591,2
591,11
592,1
592,4
592,14
593,10
593,4
594,0
594,1
594,10
595,1
595,0
595,12
596,0
596,1
596,10
597,2
597,0
597,12
598,10
598,4
598,16
599,4
599,15
600,0
600,1
600,8
601,0
601,5
601,8
602,0
602,1
602,8
603,8
604,1
604,6
604,0
605,6
605,16
605,7
606,3
606,4
606,13
607,13
607,0
607,8
608,3
608,13
608,8
609,0
609,8
610,0
610,1
611,8
611,0
611,4
612,1
612,2
612,4
613,0
613,3
613,8
614,6
614,7
615,0
615,10
615,3
616,10
617,1
617,4
617,14
618,1
618,2
618,0
619,10
620,4
620,8
621,0
621,4
621,14
622,0
622,4
622,8
623,10
624,0
624,2
624,12
625,11
625,4
625,13
626,13
626,5
626,8
627,0
627,1
627,2
628,4
628,14
628,15
629,0
629,3
629,4
630,10
630,11
631,6
631,10
631,7
632,4
632,12
632,5
633,14
633,4
634,0
634,5
635,4
636,2
636,10
636,7
637,4
637,16
637,11
638,10
638,11
639,10
640,0
640,1
641,10
641,4
642,4
642,15
643,0
643,1
643,8
644,0
644,1
644,8
645,0
645,1
645,4
646,2
646,10
646,7
647,4
647,14
647,8
648,4
648,11
649,10
650,13
650,4
651,10
651,4
651,7
652,11
652,10
652,3
653,0
653,10
653,11
654,5
654,0
654,12
655,0
655,8
656,10
656,4
657,0
657,12
657,5
658,0
658,8
658,5
659,3
659,0
659,13
660,0
660,1
660,4
661,7
661,2
661,5
662,4
663,4
664,0
664,1
664,10
665,0
665,1
665,10
666,12
666,8
667,3
667,4
667,7
668,0
668,2
669,3
669,8
670,4
670,11
671,1
671,4
672,3
672,2
672,4
673,10
673,3
673,5
674,6
674,0
674,7
675,1
675,5
676,4
676,0
676,9
677,0
677,4
677,8
678,0
678,4
678,1
679,10
679,3
680,0
680,4
680,8
681,10
681,4
681,11
682,10
682,11
683,0
683,1
683,10
684,3
684,4
684,13
685,0
685,10
685,4
686,6
686,10
686,7
687,0
687,1
687,15
688,10
688,11
689,10
689,7
690,2
690,4
690,3
691,0
691,1
691,10
692,6
692,7
692,10
693,13
693,8
693,4
694,0
694,4
694,13
695,1
695,0
695,8
696,3
696,4
696,13
697,10
697,4
698,1
698,6
698,4
699,10
699,7
700,0
700,10
700,3
701,10
701,7
702,0
702,3
703,11
703,10
704,1
704,6
704,10
705,10
705,11
706,1
707,10
708,0
709,4
710,10
710,4
710,11
711,0
711,1
711,10
712,4
713,4
713,11
714,4
714,3
714,8
715,0
715,2
715,1
716,4
716,0
716,8
717,3
717,4
717,8
718,0
718,5
718,8
719,16
719,17
720,4
720,8
720,5
721,10
721,1
721,3
722,6
722,7
723,8
723,5
724,0
724,4
724,8
725,10
725,7
726,10
726,3
727,7
727,10
728,2
728,0
728,5
729,4
730,7
730,6
730,1
731,0
731,8
731,1
732,0
732,1
732,13
733,4
733,11
734,1
734,6
734,7
735,8
735,0
735,10
736,0
736,8
737,0
737,4
737,8
738,4
738,10
739,0
739,3
739,8
740,5
740,12
740,0
741,0
741,4
741,13
742,6
742,10
742,7
743,4
743,2
743,10
744,1
744,6
744,10
745,0
745,10
746,1
746,0
746,2
747,3
747,4
747,0
748,10
748,1
749,4
749,14
750,0
751,11
751,10
751,3
752,10
752,4
752,7
753,0
753,8
753,3
754,5
754,6
754,7
755,5
755,0
755,1
756,3
756,10
756,11
757,4
757,11
758,3
758,4
758,13
759,12
759,13
759,8
760,10
760,3
761,0
761,3
761,4
762,0
762,3
762,4
763,4
764,2
764,4
765,4
765,16
766,6
766,10
766,7
767,0
767,1
767,3
768,0
768,5
768,2
769,7
769,6
769,1
770,12
770,5
770,13
771,4
772,4
773,0
773,1
773,4
774,0
774,4
774,8
775,12
775,5
775,8
776,4
776,2
776,13
777,0
777,1
777,4
778,10
778,5
778,1
779,4
779,12
779,8
780,10
781,1
781,7
781,2
782,0
782,10
782,8
783,10
783,1
784,1
784,2
784,0
785,4
785,11
785,1
786,0
786,1
786,2
787,0
787,14
787,15
788,0
788,1
788,10
789,4
789,10
790,15
790,0
791,1
791,12
791,10
792,10
792,2
792,11
793,5
793,10
793,7
794,0
794,1
794,8
795,10
795,11
795,4
796,10
796,9
797,10
798,10
799,0
799,1
799,12
800,4
800,0
800,1
801,4
801,12
801,13
802,10
803,2
804,0
804,10
804,3
805,0
805,2
805,8
806,4
806,14
806,11
807,0
807,10
807,4
808,1
808,4
808,0
809,10
809,4
809,11
810,10
810,16
810,7
811,10
811,11
812,1
812,6
812,4
813,0
813,1
813,2
814,2
814,10
814,11
815,10
815,4
815,11
816,1
816,10
816,7
817,10
817,11
818,0
818,4
818,8
819,10
820,2
820,10
820,7
821,8
821,0
821,3
822,10
822,4
822,11
823,0
823,8
823,4
824,4
825,8
825,4
825,13
826,4
826,8
826,3
827,4
827,2
827,11
828,0
828,3
829,10
830,0
830,3
830,8
831,0
831,1
831,10
832,2
832,10
833,1
833,0
833,10
834,0
834,1
834,4
835,10
835,7
836,0
836,1
836,2
837,6
837,10
837,7
838,5
838,0
838,12
839,14
839,4
839,16
840,0
840,8
840,3
841,1
842,7
842,10
843,10
844,4
844,0
844,8
845,4
845,13
845,8
846,10
847,10
848,6
848,1
848,7
849,3
849,4
849,13
850,0
850,4
850,5
851,4
851,13
851,8
852,8
852,4
852,11
853,4
853,14
853,11
854,0
854,5
855,4
855,14
855,15
856,0
856,8
856,3
857,10
858,10
858,1
858,3
859,0
859,1
859,10
860,4
860,11
861,4
862,4
862,11
863,0
863,8
864,2
864,12
864,0
865,4
866,0
866,3
866,8
867,3
867,4
867,8
868,10
868,4
868,11
869,10
869,11
870,0
870,1
870,2
871,4
872,4
872,8
873,0
873,1
873,3
874,6
874,7
875,4
875,16
875,11
876,13
876,8
876,3
877,3
877,4
878,15
878,4
878,14
879,4
879,3
879,8
880,8
880,0
880,12
881,4
881,8
882,4
882,11
883,4
883,3
884,8
884,4
884,14
885,11
885,10
886,10
886,11
887,10
887,11
888,0
888,1
888,10
889,4
889,14
889,15
890,10
891,10
891,4
891,11
892,4
892,3
893,0
893,3
893,8
894,0
894,10
894,2
895,10
896,6
896,10
896,7
897,10
897,7
898,1
898,2
898,4
899,1
899,6
899,10
900,5
900,8
900,11
901,1
902,10
902,4
902,11
903,10
903,2
904,10
904,11
905,10
905,4
906,10
907,10
907,11
908,8
908,5
908,13
909,4
910,10
910,11
911,3
911,10
911,0
912,12
912,11
913,10
914,0
914,10
915,4
915,11
916,10
917,2
917,10
917,16
918,3
918,4
918,8
919,4
919,0
919,8
920,0
920,1
920,4
921,4
921,10
921,7
922,0
922,1
922,4
923,10
924,4
924,12
924,8
925,10
925,4
925,11
926,6
926,10
926,7
927,10
927,7
928,4
929,0
929,4
929,5
930,0
930,8
930,13
931,1
931,7
931,2
932,0
932,8
932,2
933,0
933,1
933,10
934,1
934,6
934,10
935,10
935,7
935,1
936,8
937,2
937,12
937,0
938,8
938,4
939,0
939,8
939,5
940,4
940,8
941,0
941,4
941,14
942,11
942,6
942,1
943,8
944,3
944,4
944,8
945,0
945,4
946,4
946,8
946,13
947,12
947,13
948,10
949,10
950,0
950,1
950,3
951,0
951,8
952,0
952,10
952,3
953,10
953,12
953,2
954,4
955,0
955,8
956,12
956,0
956,5
957,10
957,11
958,8
958,3
958,4
959,0
959,8
960,1
960,7
960,5
961,4
961,1
961,11
962,4
962,10
962,11
963,0
963,3
963,8
964,4
964,11
965,4
965,8
965,3
966,7
966,10
967,4
967,2
968,3
968,4
968,8
969,0
969,1
969,3
970,3
970,4
970,8
971,10
971,4
971,11
972,0
972,1
972,11
973,0
973,4
973,13
974,3
974,4
974,13
975,4
975,8
975,3
976,0
976,1
976,5
977,1
977,6
977,7
978,1
978,10
978,4
979,15
979,0
979,4
980,4
980,8
980,3
981,10
981,0
982,0
982,3
982,4
983,8
983,3
983,13
984,0
984,8
984,1
985,1
985,4
985,0
986,10
987,4
987,8
987,13
988,0
988,4
988,8
989,0
989,1
989,10
990,4
990,14
990,11
991,4
991,8
992,0
992,3
993,0
993,8
993,13
994,0
994,8
994,5
995,2
995,4
995,11
996,10
996,3
996,4
997,10
998,10
998,3
999,10
999,4
999,11
1000,2
1000,8
1000,0
1001,0
1001,1
1001,5
1002,0
1002,5
1002,8
1003,0
1003,10
1003,8
1004,4
1004,10
1005,8
1005,4
1005,3
1006,1
1006,0
1007,4
1007,11
1008,3
1008,0
1008,5
1009,4
1009,13
1009,8
1010,3
1010,4
1010,8
1011,12
1012,0
1012,1
1012,10
1013,3
1013,8
1014,1
1014,10
1015,4
1015,5
1016,10
1016,2
1016,11
1017,2
1017,10
1017,11
1018,16
1018,4
1018,3
1019,9
1020,8
1020,0
1021,11
1021,10
1021,3
1022,10
1022,4
1022,8
1023,4
1024,1
1024,0
1024,10
1025,4
1025,3
1025,11
1026,10
1026,4
1026,11
1027,0
1027,1
1027,8
1028,4
1028,5
1028,1
1029,6
1029,10
1029,7
1030,4
1030,12
1030,8
1031,10
1031,11
1032,10
1032,11
1033,3
1033,13
1033,8
1034,5
1034,0
1034,1
1035,0
1035,9
1035,4
1036,4
1036,8
1036,13
1037,10
1038,3
1038,4
1038,8
1039,4
1039,14
1039,15
1040,2
1040,10
1040,7
1041,0
1041,3
1041,8
1042,10
1043,10
1043,3
1043,0
1044,0
1044,5
1044,1
1045,10
1045,4
1045,7
1046,4
1046,13
1046,8
1047,4
1047,8
1047,3
1048,4
1048,10
1049,4
1049,0
1049,8
1050,11
1050,10
1051,4
1051,8
1051,3
1052,0
1052,3
1052,4
1053,10
1053,7
1053,5
1054,10
1055,10
1055,7
1055,16
1056,12
1056,0
1057,4
1058,0
1058,1
1058,3
1059,1
1059,12
1059,8
1060,10
1061,10
1061,11
1061,4
1062,1
1062,6
1062,10
1063,12
1063,13
1063,8
1064,0
1064,8
1065,10
1065,4
1065,11
1066,10
1066,4
1066,7
1067,11
1067,10
1067,7
1068,1
1068,10
1068,7
1069,10
1069,4
1069,7
1070,12
1070,0
1070,5
1071,10
1072,1
1072,10
1072,4
1073,0
1073,1
1073,3
1074,1
1074,7
1074,2
1075,3
1075,4
1075,8
1076,0
1076,1
1076,3
1077,1
1077,0
1077,10
1078,2
1078,1
1078,6
1079,0
1079,5
1079,1
1080,1
1080,4
1080,16
1081,4
1081,11
1082,0
1082,1
1082,3
1083,0
1083,1
1083,5
1084,0
1084,1
1084,3
1085,10
1085,2
1085,5
1086,1
1086,10
1086,7
1087,3
1087,4
1087,13
1088,10
1088,16
1089,1
1089,0
1090,4
1090,11
1090,9
1091,14
1091,4
1092,8
1092,13
1093,1
1093,0
1093,12
1094,4
1094,15
1095,0
1095,4
1095,2
1096,0
1096,3
1096,8
1097,0
1097,10
1097,8
1098,4
1098,11
1099,0
1099,8
1100,3
1100,1
1100,0
1101,6
1101,0
1101,10
1102,4
1102,8
1103,1
1103,0
1103,8
1104,0
1105,3
1105,4
1105,8
1106,0
1106,1
1106,8
1107,4
1107,8
1108,6
1108,7
1109,0
1109,4
1109,14
1110,2
1110,0
1110,5
1111,4
1111,5
1111,8
1112,4
1113,10
1113,4
1114,0
1114,3
1115,11
1115,10
1116,4
1116,13
1116,8
1117,4
1118,0
1118,8
1118,3
1119,0
1119,10
1119,3
1120,11
1120,10
1120,4
1121,6
1121,10
1121,7
1122,10
1122,11
1123,10
1123,11
1124,0
1124,10
1124,3
1125,4
1125,14
1125,11
1126,10
1127,4
1127,13
1127,8
1128,10
1128,4
1128,11
1129,4
1129,12
1129,13
1130,10
1131,1
1131,0
1131,8
1132,2
1132,8
1132,12
1133,0
1133,3
1133,8
1134,1
1134,10
1134,7
1135,3
1135,4
1135,8
1136,4
1136,1
1136,0
1137,0
1137,10
1137,3
1138,0
1138,10
1139,1
1139,2
1139,0
1140,0
1140,10
1140,3
1141,4
1142,1
1142,10
1142,6
1143,1
1143,4
1143,11
1144,8
1144,2
1144,0
1145,13
1145,8
1145,4
1146,0
1146,8
1146,3
1147,10
1148,4
1149,4
1149,3
1150,10
1150,11
1150,4
1151,3
1151,4
1151,13
1152,1
1152,10
1152,7
1153,0
1153,5
1154,4
1154,11
1154,8
1155,0
1155,1
1155,10
1156,3
1156,4
1156,8
1157,10
1158,0
1158,4
1158,8
1159,10
1160,12
1161,4
1162,10
1162,11
1162,4
1163,10
1164,12
1164,13
1165,1
1165,10
1165,7
1166,10
1167,11
1167,12
1168,11
1168,4
1169,4
1170,8
1170,3
1170,4
1171,10
1172,1
1172,4
1172,7
1173,10
1174,0
1174,10
1175,0
1175,1
1175,4
1176,4
1176,16
1177,0
1177,8
1177,3
1178,4
1178,0
1178,8
1179,10
1180,10
1180,11
1181,4
1181,8
1181,14
1182,10
1182,3
1183,0
1183,10
1183,3
1184,10
1185,10
1185,11
1186,12
1186,13
1187,8
1187,4
1188,0
1188,4
1188,8
1189,10
1190,4
1190,11
1190,10
1191,10
1191,1
1191,2
1192,0
1192,1
1192,2
1193,0
1193,1
1193,4
1194,3
1194,4
1194,8
1195,0
1195,13
1195,8
1196,4
1196,13
1196,8
1197,10
1198,6
1198,10
1198,1
1199,0
1199,1
1199,4
1200,0
1200,1
1200,8
1201,0
1201,5
1201,1
1202,10
1202,3
1202,4
1203,8
1203,13
1204,11
1204,4
1204,13
1205,4
1205,12
1205,13
1206,2
1206,4
1206,10
1207,10
1207,11
1208,16
1208,4
1209,4
1209,3
1209,8
1210,12
1210,8
1211,4
1211,14
1211,13
1212,1
1213,2
1213,0
1213,5
1214,10
1214,7
1215,4
1215,11
1216,10
1216,16
1216,11
1217,1
1217,10
1217,5
1218,10
1219,12
1219,13
1220,8
1220,3
1220,13
1221,4
1221,16
1222,10
1223,10
1223,4
1224,12
1224,13
1225,10
1225,3
1225,11
1226,4
1226,11
1227,10
1227,4
1227,11
1228,10
1229,10
1229,9
1230,1
1230,2
1230,0
1231,4
1232,10
1232,4
1232,11
1233,4
1234,3
1234,0
1234,1
1235,4
1235,11
1236,4
1236,12
1236,8
1237,10
1238,2
1238,12
1238,5
1239,0
1239,1
1239,4
1240,4
1241,4
1241,11
1242,12
1243,4
1243,3
1244,10
1244,15
1245,0
1245,8
1245,3
1246,2
1246,6
1246,4
1247,3
1247,4
1247,13
1248,4
1248,11
1249,0
1250,4
1250,8
1251,4
1252,4
1252,14
1253,0
1253,3
1253,4
1254,0
1254,4
1254,8
1255,8
1255,4
1256,0
1256,1
1256,10
1257,1
1257,6
1257,10
1258,10
1258,4
1258,11
1259,10
1259,2
1259,5
1260,10
1260,11
1261,10
1262,10
1263,1
1263,4
1263,11
1264,4
1264,13
1265,12
1265,8
1266,1
1266,2
1266,0
1267,0
1267,10
1267,8
1268,10
1268,16
1269,0
1269,4
1269,8
1270,0
1270,5
1271,0
1271,12
1271,13
1272,0
1272,5
1272,8
1273,0
1273,1
1273,4
1274,10
1274,2
1274,5
1275,5
1275,8
1276,4
1276,10
1277,1
1277,2
1277,6
1278,0
1278,4
1278,3
1279,1
1279,0
1279,7
1280,8
